text,exp_and_td,labels
【The Napa earthquake woke this many Jawbone Up wearers - The Verge】 http,donation needs or offers or volunteering services,8
【The Napa earthquake woke this many Jawbone Up wearers - The Verge】 http,caution and advice,8
【The Napa earthquake woke this many Jawbone Up wearers - The Verge】 http,sympathy and emotional support,8
【The Napa earthquake woke this many Jawbone Up wearers - The Verge】 http,other useful information,8
【The Napa earthquake woke this many Jawbone Up wearers - The Verge】 http,not related or irrelevant,8
【The Napa earthquake woke this many Jawbone Up wearers - The Verge】 http,someone is confirm dead death die or killed injured or hurt,8
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,injured or dead people,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,missing trapped or found people,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,displaced people and evacuations,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,infrastructure and utilities damage,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,donation needs or offers or volunteering services,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,caution and advice,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,sympathy and emotional support,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,other useful information,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,not related or irrelevant,7
England GBR Basildon http BREAKING NEWS 104 California earthquake California earthquake: Most powerful trem…,someone is confirm dead death die or killed injured or hurt,7
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,injured or dead people,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,missing trapped or found people,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,displaced people and evacuations,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,infrastructure and utilities damage,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,donation needs or offers or volunteering services,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,caution and advice,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,sympathy and emotional support,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,other useful information,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,not related or irrelevant,5
7.8 magnitude in chile... and tsunami warning.. lets hope for the best...,someone is confirm dead death die or killed injured or hurt,5
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,injured or dead people,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,missing trapped or found people,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,displaced people and evacuations,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,infrastructure and utilities damage,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,donation needs or offers or volunteering services,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,caution and advice,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,sympathy and emotional support,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,other useful information,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,not related or irrelevant,0
At least 12 dead in powerful new Balochistan earthquake: officials http Pakistan,someone is confirm dead death die or killed injured or hurt,0
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,injured or dead people,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,missing trapped or found people,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,displaced people and evacuations,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,infrastructure and utilities damage,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,donation needs or offers or volunteering services,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,caution and advice,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,sympathy and emotional support,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,other useful information,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,not related or irrelevant,7
California USA Pasadena http  BREAKING NEWS 646 earthquake State of Emergency Declared After …,someone is confirm dead death die or killed injured or hurt,7
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),injured or dead people,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),missing trapped or found people,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),displaced people and evacuations,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),infrastructure and utilities damage,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),donation needs or offers or volunteering services,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),caution and advice,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),sympathy and emotional support,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),other useful information,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),not related or irrelevant,0
(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa),someone is confirm dead death die or killed injured or hurt,0
Pray For Chile can't even imagine what they are going through right now.  :(,injured or dead people,6
Pray For Chile can't even imagine what they are going through right now.  :(,missing trapped or found people,6
Pray For Chile can't even imagine what they are going through right now.  :(,displaced people and evacuations,6
Pray For Chile can't even imagine what they are going through right now.  :(,infrastructure and utilities damage,6
Pray For Chile can't even imagine what they are going through right now.  :(,donation needs or offers or volunteering services,6
Pray For Chile can't even imagine what they are going through right now.  :(,caution and advice,6
Pray For Chile can't even imagine what they are going through right now.  :(,sympathy and emotional support,6
Pray For Chile can't even imagine what they are going through right now.  :(,other useful information,6
Pray For Chile can't even imagine what they are going through right now.  :(,not related or irrelevant,6
Pray For Chile can't even imagine what they are going through right now.  :(,someone is confirm dead death die or killed injured or hurt,6
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",injured or dead people,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",missing trapped or found people,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",displaced people and evacuations,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",infrastructure and utilities damage,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",donation needs or offers or volunteering services,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",caution and advice,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",sympathy and emotional support,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",other useful information,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",not related or irrelevant,7
"USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http",someone is confirm dead death die or killed injured or hurt,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",injured or dead people,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",missing trapped or found people,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",displaced people and evacuations,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",infrastructure and utilities damage,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",donation needs or offers or volunteering services,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",caution and advice,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",sympathy and emotional support,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",other useful information,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",not related or irrelevant,7
".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please.",someone is confirm dead death die or killed injured or hurt,7
8.2   Chile Earthquake sparks  warning. More on this here http,injured or dead people,7
8.2   Chile Earthquake sparks  warning. More on this here http,missing trapped or found people,7
8.2   Chile Earthquake sparks  warning. More on this here http,displaced people and evacuations,7
8.2   Chile Earthquake sparks  warning. More on this here http,infrastructure and utilities damage,7
8.2   Chile Earthquake sparks  warning. More on this here http,donation needs or offers or volunteering services,7
8.2   Chile Earthquake sparks  warning. More on this here http,caution and advice,7
8.2   Chile Earthquake sparks  warning. More on this here http,sympathy and emotional support,7
8.2   Chile Earthquake sparks  warning. More on this here http,other useful information,7
8.2   Chile Earthquake sparks  warning. More on this here http,not related or irrelevant,7
8.2   Chile Earthquake sparks  warning. More on this here http,someone is confirm dead death die or killed injured or hurt,7
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,injured or dead people,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,missing trapped or found people,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,displaced people and evacuations,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,infrastructure and utilities damage,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,donation needs or offers or volunteering services,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,caution and advice,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,sympathy and emotional support,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,other useful information,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,not related or irrelevant,3
→ http → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,someone is confirm dead death die or killed injured or hurt,3
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",injured or dead people,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",missing trapped or found people,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",displaced people and evacuations,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",infrastructure and utilities damage,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",donation needs or offers or volunteering services,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",caution and advice,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",sympathy and emotional support,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",other useful information,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",not related or irrelevant,6
"Please  for all those affected by Tuesday’s earthquake in Pakistan, which killed more than 320 people http",someone is confirm dead death die or killed injured or hurt,6
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,injured or dead people,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,missing trapped or found people,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,displaced people and evacuations,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,infrastructure and utilities damage,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,donation needs or offers or volunteering services,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,caution and advice,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,sympathy and emotional support,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,other useful information,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,not related or irrelevant,7
Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http,someone is confirm dead death die or killed injured or hurt,7
Salvation Army Responding To California Earthquake http http,injured or dead people,4
Salvation Army Responding To California Earthquake http http,missing trapped or found people,4
Salvation Army Responding To California Earthquake http http,displaced people and evacuations,4
Salvation Army Responding To California Earthquake http http,infrastructure and utilities damage,4
Salvation Army Responding To California Earthquake http http,donation needs or offers or volunteering services,4
Salvation Army Responding To California Earthquake http http,caution and advice,4
Salvation Army Responding To California Earthquake http http,sympathy and emotional support,4
Salvation Army Responding To California Earthquake http http,other useful information,4
Salvation Army Responding To California Earthquake http http,not related or irrelevant,4
Salvation Army Responding To California Earthquake http http,someone is confirm dead death die or killed injured or hurt,4
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,injured or dead people,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,missing trapped or found people,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,displaced people and evacuations,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,infrastructure and utilities damage,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,donation needs or offers or volunteering services,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,caution and advice,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,sympathy and emotional support,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,other useful information,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,not related or irrelevant,7
ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - http,someone is confirm dead death die or killed injured or hurt,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,injured or dead people,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,missing trapped or found people,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,displaced people and evacuations,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,infrastructure and utilities damage,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,donation needs or offers or volunteering services,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,caution and advice,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,sympathy and emotional support,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,other useful information,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,not related or irrelevant,7
Just 10%-11% of California homes with homeowners insurance have earthquake coverage http http,someone is confirm dead death die or killed injured or hurt,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",injured or dead people,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",missing trapped or found people,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",displaced people and evacuations,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",infrastructure and utilities damage,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",donation needs or offers or volunteering services,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",caution and advice,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",sympathy and emotional support,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",other useful information,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",not related or irrelevant,7
"USA » NEWS » http HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",someone is confirm dead death die or killed injured or hurt,7
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,injured or dead people,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,missing trapped or found people,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,displaced people and evacuations,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,infrastructure and utilities damage,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,donation needs or offers or volunteering services,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,caution and advice,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,sympathy and emotional support,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,other useful information,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,not related or irrelevant,5
UPDATE: Chile has lifted tsunami alerts after 8.2-magnitude  confirms  http h…,someone is confirm dead death die or killed injured or hurt,5
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",injured or dead people,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",missing trapped or found people,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",displaced people and evacuations,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",infrastructure and utilities damage,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",donation needs or offers or volunteering services,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",caution and advice,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",sympathy and emotional support,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",other useful information,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",not related or irrelevant,4
"MT ""@RadioPakistan: A PAF C-130 transport aircraft dropped relief goods in earthquake affected Awaran area of Balochistan Pakistan""",someone is confirm dead death die or killed injured or hurt,4
My thoughts are with my friends &amp; neighbors in Napa,injured or dead people,6
My thoughts are with my friends &amp; neighbors in Napa,missing trapped or found people,6
My thoughts are with my friends &amp; neighbors in Napa,displaced people and evacuations,6
My thoughts are with my friends &amp; neighbors in Napa,infrastructure and utilities damage,6
My thoughts are with my friends &amp; neighbors in Napa,donation needs or offers or volunteering services,6
My thoughts are with my friends &amp; neighbors in Napa,caution and advice,6
My thoughts are with my friends &amp; neighbors in Napa,sympathy and emotional support,6
My thoughts are with my friends &amp; neighbors in Napa,other useful information,6
My thoughts are with my friends &amp; neighbors in Napa,not related or irrelevant,6
My thoughts are with my friends &amp; neighbors in Napa,someone is confirm dead death die or killed injured or hurt,6
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,injured or dead people,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,missing trapped or found people,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,displaced people and evacuations,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,infrastructure and utilities damage,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,donation needs or offers or volunteering services,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,caution and advice,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,sympathy and emotional support,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,other useful information,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,not related or irrelevant,0
150+ tragically died while a new island was born due to the 7.8 mag  off the southern coast of Pakistan: http,someone is confirm dead death die or killed injured or hurt,0
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,injured or dead people,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,missing trapped or found people,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,displaced people and evacuations,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,infrastructure and utilities damage,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,donation needs or offers or volunteering services,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,caution and advice,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,sympathy and emotional support,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,other useful information,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,not related or irrelevant,5
Pacific-wide  NOT expected &amp; no tsunami threat for Hawai'i after 7.2-mag  off Peru coast: Pacific Tsunami Warning Centre,someone is confirm dead death die or killed injured or hurt,5
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",injured or dead people,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",missing trapped or found people,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",displaced people and evacuations,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",infrastructure and utilities damage,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",donation needs or offers or volunteering services,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",caution and advice,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",sympathy and emotional support,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",other useful information,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",not related or irrelevant,7
"Temblorhot springs M 3.0, 172km E of Chitina, Alaska http Earthquake Sismo",someone is confirm dead death die or killed injured or hurt,7
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,injured or dead people,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,missing trapped or found people,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,displaced people and evacuations,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,infrastructure and utilities damage,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,donation needs or offers or volunteering services,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,caution and advice,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,sympathy and emotional support,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,other useful information,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,not related or irrelevant,4
Pakistan Army in support of Baloch people in Awaran Balochistan Earthquake http,someone is confirm dead death die or killed injured or hurt,4
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,injured or dead people,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,missing trapped or found people,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,displaced people and evacuations,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,infrastructure and utilities damage,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,donation needs or offers or volunteering services,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,caution and advice,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,sympathy and emotional support,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,other useful information,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,not related or irrelevant,7
Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,someone is confirm dead death die or killed injured or hurt,7
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,injured or dead people,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,missing trapped or found people,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,displaced people and evacuations,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,infrastructure and utilities damage,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,donation needs or offers or volunteering services,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,caution and advice,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,sympathy and emotional support,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,other useful information,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,not related or irrelevant,5
Chile Lifts Tsunami Warning After 8.2 Quake - Voice of America: Voice of AmericaChile Lifts Tsunami Warning Af... http,someone is confirm dead death die or killed injured or hurt,5
"After earthquake, emergency declared by California Governor http",injured or dead people,7
"After earthquake, emergency declared by California Governor http",missing trapped or found people,7
"After earthquake, emergency declared by California Governor http",displaced people and evacuations,7
"After earthquake, emergency declared by California Governor http",infrastructure and utilities damage,7
"After earthquake, emergency declared by California Governor http",donation needs or offers or volunteering services,7
"After earthquake, emergency declared by California Governor http",caution and advice,7
"After earthquake, emergency declared by California Governor http",sympathy and emotional support,7
"After earthquake, emergency declared by California Governor http",other useful information,7
"After earthquake, emergency declared by California Governor http",not related or irrelevant,7
"After earthquake, emergency declared by California Governor http",someone is confirm dead death die or killed injured or hurt,7
♡Congrats to the beautiful couple!♡       http,injured or dead people,8
♡Congrats to the beautiful couple!♡       http,missing trapped or found people,8
♡Congrats to the beautiful couple!♡       http,displaced people and evacuations,8
♡Congrats to the beautiful couple!♡       http,infrastructure and utilities damage,8
♡Congrats to the beautiful couple!♡       http,donation needs or offers or volunteering services,8
♡Congrats to the beautiful couple!♡       http,caution and advice,8
♡Congrats to the beautiful couple!♡       http,sympathy and emotional support,8
♡Congrats to the beautiful couple!♡       http,other useful information,8
♡Congrats to the beautiful couple!♡       http,not related or irrelevant,8
♡Congrats to the beautiful couple!♡       http,someone is confirm dead death die or killed injured or hurt,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",injured or dead people,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",missing trapped or found people,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",displaced people and evacuations,8
